name,start_time,finish_time,duration,executed_at
OSDiversity,0.0,80.79694762325818,80.79694762325818,application
CompleteTopologyShuffle,0.0,110.6156983150212,110.6156983150212,network
ServiceDiversity,80.79694762325818,151.85321586304167,71.05626823978349,application
IPShuffle,110.6156983150212,210.9116620647471,100.2959637497259,network
OSDiversity,700.7286087508594,781.3179971107852,80.5893883599258,application
CompleteTopologyShuffle,700.7286087508594,811.3792105264097,110.65060177555029,network
ServiceDiversity,781.3179971107852,852.2673969593545,70.94939984856933,application
IPShuffle,811.3792105264097,912.0619942082045,100.68278368179483,network
OSDiversity,1401.6992403320887,1481.7211864906114,80.02194615852272,application
CompleteTopologyShuffle,1401.6992403320887,1512.2882901280855,110.58904979599674,network
ServiceDiversity,1481.7211864906114,1551.952163361743,70.23097687113159,application
IPShuffle,1512.2882901280855,1612.7889739100765,100.50068378199103,network
OSDiversity,2102.9079564125827,2183.1245581056537,80.21660169307097,application
CompleteTopologyShuffle,2102.9079564125827,2213.112234785614,110.20427837303123,network
ServiceDiversity,2183.1245581056537,2253.2131262291455,70.08856812349177,application
IPShuffle,2213.112234785614,2313.3330307033084,100.22079591769443,network
OSDiversity,2803.1187392418997,2883.5884895285276,80.46975028662791,application
CompleteTopologyShuffle,2803.1187392418997,2913.3545552340283,110.23581599212866,network
ServiceDiversity,2883.5884895285276,2954.181739605109,70.59325007658163,application
IPShuffle,2913.3545552340283,3014.70972730657,101.35517207254179,network
OSDiversity,3503.995416460989,3584.1622090863902,80.16679262540129,application
CompleteTopologyShuffle,3503.995416460989,3614.3189170147,110.32350055371126,network
ServiceDiversity,3584.1622090863902,3654.17092721298,70.00871812658988,application
IPShuffle,3614.3189170147,3714.3694607587527,100.05054374405245,network
OSDiversity,4204.081573088217,4285.530778928147,81.44920583993007,application
CompleteTopologyShuffle,4204.081573088217,4314.7969135821895,110.71534049397269,network
ServiceDiversity,4285.530778928147,4355.778980095665,70.24820116751835,application
IPShuffle,4314.7969135821895,4414.816662980192,100.0197493980022,network
OSDiversity,4904.202542078678,4984.431340691393,80.22879861271576,application
CompleteTopologyShuffle,4904.202542078678,5014.7933271223155,110.59078504363788,network
ServiceDiversity,4984.431340691393,5054.568190000216,70.136849308823,application
IPShuffle,5014.7933271223155,5115.7385174137535,100.94519029143794,network
OSDiversity,5604.476012898813,5684.505564998265,80.0295520994523,application
CompleteTopologyShuffle,5604.476012898813,5714.584579137663,110.10856623885047,network
ServiceDiversity,5684.505564998265,5755.102922346701,70.59735734843616,application
IPShuffle,5714.584579137663,5817.709364204183,103.12478506651951,network
OSDiversity,6304.558137301778,6384.802602838019,80.24446553624148,application
CompleteTopologyShuffle,6304.558137301778,6415.036035594858,110.47789829308022,network
ServiceDiversity,6384.802602838019,6456.119417571679,71.31681473366007,application
IPShuffle,6415.036035594858,6515.29776760101,100.26173200615176,network
OSDiversity,7005.193002164768,7085.571025958773,80.37802379400546,application
CompleteTopologyShuffle,7005.193002164768,7115.337940505275,110.144938340507,network
ServiceDiversity,7085.571025958773,7156.278444001412,70.70741804263889,application
IPShuffle,7115.337940505275,7215.7878234816935,100.44988297641885,network
OSDiversity,7705.987198006206,7786.041591030928,80.05439302472223,application
CompleteTopologyShuffle,7705.987198006206,7816.067013755523,110.07981574931637,network
ServiceDiversity,7786.041591030928,7856.748772284084,70.7071812531558,application
IPShuffle,7816.067013755523,7916.07223886252,100.00522510699739,network
OSDiversity,8406.959731997815,8487.178549282875,80.21881728506014,application
CompleteTopologyShuffle,8406.959731997815,8517.275995383274,110.31626338545902,network
ServiceDiversity,8487.178549282875,8557.36015049782,70.18160121494475,application
IPShuffle,8517.275995383274,8618.694628587398,101.41863320412449,network
OSDiversity,9106.99520892879,9187.313373526285,80.31816459749462,application
CompleteTopologyShuffle,9106.99520892879,9217.209763133229,110.21455420443817,network
ServiceDiversity,9187.313373526285,9258.019116405187,70.70574287890122,application
IPShuffle,9217.209763133229,9317.444951133632,100.23518800040256,network
OSDiversity,9807.144590435177,9887.173369615522,80.02877918034574,application
CompleteTopologyShuffle,9807.144590435177,9917.839786695513,110.69519626033616,network
ServiceDiversity,9887.173369615522,9958.013843692777,70.84047407725484,application
IPShuffle,9917.839786695513,10018.31987048863,100.48008379311796,network
OSDiversity,10507.871177913652,10588.632325887273,80.76114797362061,application
CompleteTopologyShuffle,10507.871177913652,10617.932697498418,110.06151958476585,network
ServiceDiversity,10588.632325887273,10659.7597175713,71.12739168402732,application
IPShuffle,10617.932697498418,10718.778529463973,100.84583196555468,network
OSDiversity,11208.082555769397,11288.330324146387,80.24776837699028,application
CompleteTopologyShuffle,11208.082555769397,11318.661697480322,110.57914171092489,network
ServiceDiversity,11288.330324146387,11359.181407603777,70.8510834573899,application
IPShuffle,11318.661697480322,11419.681608902883,101.01991142256156,network
OSDiversity,11908.373318660724,11988.730932527198,80.35761386647391,application
CompleteTopologyShuffle,11908.373318660724,12019.1547044383,110.78138577757636,network
ServiceDiversity,11988.730932527198,12059.388276115522,70.65734358832378,application
IPShuffle,12019.1547044383,12119.40792235496,100.2532179166592,network
OSDiversity,12608.422683226843,12689.51325835661,81.09057512976688,application
CompleteTopologyShuffle,12608.422683226843,12718.654255910635,110.23157268379146,network
ServiceDiversity,12689.51325835661,12759.590319479423,70.07706112281267,application
IPShuffle,12718.654255910635,12818.88420486851,100.22994895787451,network
OSDiversity,13308.584031222608,13389.432742420178,80.84871119757008,application
CompleteTopologyShuffle,13308.584031222608,13418.776749888266,110.1927186656576,network
ServiceDiversity,13389.432742420178,13461.55890770352,72.12616528334183,application
IPShuffle,13418.776749888266,13518.88760060818,100.11085071991329,network
OSDiversity,14008.788673160654,14089.32922575129,80.54055259063534,application
CompleteTopologyShuffle,14008.788673160654,14120.641048026713,111.85237486605911,network
ServiceDiversity,14089.32922575129,14160.745749396998,71.41652364570837,application
IPShuffle,14120.641048026713,14220.750086276741,100.10903825002788,network
OSDiversity,14709.16821466085,14790.049820347884,80.88160568703461,application
CompleteTopologyShuffle,14709.16821466085,14819.584679392716,110.41646473186665,network
ServiceDiversity,14790.049820347884,14860.13484541562,70.08502506773584,application
IPShuffle,14819.584679392716,14919.764726404694,100.18004701197788,network
